file,size_kb,ptx_version,sm_target,kernel_count,total_static_instructions,unique_opcodes,max_vreg_per_kernel,shared_mem_max_bytes,l2_pressure_score,l2_contention_risk,coalescing_ratio,shared_to_global_ratio,arithmetic_intensity,atomic_density_per1k,primary_domain,compute,memory,overhead,ld_global,st_global,ld_shared,st_shared,atom_global,red_global,cp_async,vector_ld,coalesced_patterns,uncoalesced_patterns,shared_bank_risk,predicated_branches
00343_unrolled_matvec_mul_base.ptx,26.93,8.5,sm_87,2,568,33,141,0,86,MEDIUM,1.0,0.0,3.558,0.0,HPC_LINEAR_ALGEBRA,328,102,138,84,2,0,0,0,0,0,0,34,0,0,22
00344_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_ldg_align_edit_1.ptx,4.3,8.5,sm_87,2,43,18,15,0,6,LOW,,0.0,1.833,0.0,AI_TRAINING,14,12,17,4,2,0,0,0,0,0,0,0,0,0,3
00344_unrolled_matvec_mul_base.ptx,26.93,8.5,sm_87,2,568,33,141,0,86,MEDIUM,1.0,0.0,3.558,0.0,HPC_LINEAR_ALGEBRA,328,102,138,84,2,0,0,0,0,0,0,34,0,0,22
00345_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_grid_stride_edit_1.ptx,4.52,8.5,sm_87,1,69,24,46,0,11,LOW,,0.0,2.182,0.0,AI_TRAINING,30,14,25,6,5,0,0,0,0,0,0,0,0,0,6
00345_aligned_ldg_mlp_base_edit_1.ptx,10.37,8.5,sm_87,2,205,25,57,0,24,LOW,1.0,0.0,4.625,0.0,AI_TRAINING,125,38,42,22,2,0,0,0,0,0,0,18,0,0,12
00346_3_deepnarrowmlp_1dindex_edit_1.ptx,8.53,8.5,sm_87,2,163,25,33,0,24,LOW,1.0,0.0,3.042,0.0,AI_TRAINING,85,38,40,22,2,0,0,0,0,0,0,12,0,0,12
00346_coalesced_matvec_mul_base.ptx,16.13,8.5,sm_87,2,144,37,46,0,6,LOW,1.0,1.667,1.875,0.0,HPC_LINEAR_ALGEBRA,44,32,68,4,2,6,4,0,0,0,0,4,0,0,14
00347_3_convtranspose3d_sum_layernorm_avgpool_gelu_atomic_opt_base.ptx,4.2,8.5,sm_87,2,41,17,15,0,8,LOW,,0.0,2.5,24.39,HPC_REDUCTION,13,11,17,3,1,0,0,1,0,0,0,0,0,0,3
00347_aligned_load_matvec_base.ptx,20.72,8.5,sm_87,2,308,34,75,0,46,LOW,1.0,0.0,3.087,0.0,HPC_LINEAR_ALGEBRA,162,62,84,44,2,0,0,0,0,0,0,14,0,0,20
00347_modular_aligned_ldg_mlp_base.ptx,10.38,8.5,sm_87,2,205,25,57,0,24,LOW,1.0,0.0,4.625,0.0,AI_TRAINING,125,38,42,22,2,0,0,0,0,0,0,18,0,0,12
00348_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_ldg_align_final_base.ptx,4.34,8.5,sm_87,2,43,18,15,0,6,LOW,,0.0,1.833,0.0,UNKNOWN,14,12,17,4,2,0,0,0,0,0,0,0,0,0,3
00348_tiled_atomic_matvec_base.ptx,14.22,8.5,sm_87,2,154,40,63,0,12,LOW,1.0,2.5,2.571,12.99,HPC_LINEAR_ALGEBRA,56,32,66,4,0,6,4,2,0,0,0,2,0,0,14
00348_warp_uniform_mlp_base_base.ptx,12.71,8.5,sm_87,2,281,26,57,0,32,LOW,1.0,0.0,4.594,0.0,AI_TRAINING,167,46,68,30,2,0,0,0,0,0,0,24,0,0,20
00349_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_sync_base.ptx,4.21,8.5,sm_87,2,43,18,15,0,6,LOW,,0.0,1.833,0.0,AI_TRAINING,14,12,17,4,2,0,0,0,0,0,0,0,0,0,3
00349_warp_divergence_optimization_base.ptx,27.03,8.5,sm_87,2,568,33,141,0,86,MEDIUM,1.0,0.0,3.558,0.0,HPC_LINEAR_ALGEBRA,328,102,138,84,2,0,0,0,0,0,0,34,0,0,22
00350_3_convtranspose3d_sum_layernorm_avgpool_gelu_stream_overlap_base_base.ptx,4.34,8.5,sm_87,2,43,18,15,0,6,LOW,,0.0,1.833,0.0,UNKNOWN,14,12,17,4,2,0,0,0,0,0,0,0,0,0,3
00350_shared_mem_mlp_base_base.ptx,13.76,8.5,sm_87,2,303,27,148,0,8,LOW,1.0,10.5,1.293,0.0,AI_TRAINING,135,106,62,6,2,80,4,0,0,0,0,8,0,0,10
00351_3_convtranspose3d_sum_layernorm_avgpool_gelu_atomic_opt_edit_1.ptx,4.22,8.5,sm_87,2,41,17,15,0,8,LOW,,0.0,2.5,24.39,HPC_LINEAR_ALGEBRA,13,11,17,3,1,0,0,1,0,0,0,0,0,0,3
00351_modular_aligned_ldg_mlp_edit_1.ptx,10.42,8.5,sm_87,2,206,25,57,0,24,LOW,1.0,0.0,4.625,0.0,AI_TRAINING,125,38,43,22,2,0,0,0,0,0,0,18,0,0,12
00351_warp_reduce_matvec_base_base.ptx,18.88,8.5,sm_87,2,234,36,98,0,6,LOW,1.0,0.667,4.8,0.0,HPC_REDUCTION,58,24,152,4,2,2,2,0,0,0,0,4,0,0,10
00352_warp_uniform_mlp_base_edit_1.ptx,12.73,8.5,sm_87,2,281,26,57,0,32,LOW,1.0,0.0,4.594,0.0,AI_TRAINING,167,46,68,30,2,0,0,0,0,0,0,24,0,0,20
00353_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_sync_edit_1.ptx,3.99,8.5,sm_87,2,36,19,15,0,6,LOW,1.0,0.0,1.833,0.0,AI_TRAINING,13,11,12,4,2,0,0,0,0,0,0,1,0,0,2
00354_3_convtranspose3d_sum_layernorm_avgpool_gelu_stream_overlap_base_edit_1.ptx,4.77,8.5,sm_87,2,48,22,15,0,6,LOW,,0.333,1.375,0.0,AI_TRAINING,15,14,19,4,2,1,1,0,0,0,0,0,0,0,4
00354_optimized_matvec_base.ptx,16.19,8.5,sm_87,2,174,39,67,0,6,LOW,1.0,0.667,3.6,0.0,HPC_REDUCTION,50,24,100,4,2,2,2,0,0,0,0,4,0,0,18
00355_3_convtranspose3d_sum_layernorm_avgpool_gelu_unroll_base.ptx,4.19,8.5,sm_87,2,43,18,15,0,6,LOW,,0.0,1.833,0.0,UNKNOWN,14,12,17,4,2,0,0,0,0,0,0,0,0,0,3
00355_aligned_ldg_latency_hiding_base.ptx,10.43,8.5,sm_87,2,206,25,57,0,24,LOW,1.0,0.0,4.625,0.0,AI_TRAINING,125,38,43,22,2,0,0,0,0,0,0,18,0,0,12
00356_flattened_indexing_mlp_base.ptx,12.59,8.5,sm_87,2,249,25,57,0,32,LOW,1.0,0.0,4.531,0.0,AI_TRAINING,161,46,42,30,2,0,0,0,0,0,0,24,0,0,16
00356_two_phase_tiled_reduction_base.ptx,23.75,8.5,sm_87,4,284,41,63,0,10,LOW,1.0,2.0,2.133,0.0,HPC_LINEAR_ALGEBRA,98,58,128,6,4,12,8,0,0,0,0,4,0,0,26
00357_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_ldg_align_edit_2_base.ptx,4.46,8.5,sm_87,2,45,22,13,0,6,LOW,1.0,0.0,2.0,0.0,AI_TRAINING,15,12,18,4,2,0,0,0,0,0,0,1,0,0,3
00357_hybrid_matvec_mul_base.ptx,24.38,8.5,sm_87,2,378,47,105,0,22,LOW,1.0,0.182,4.462,0.0,HPC_REDUCTION,136,42,200,20,2,2,2,0,0,0,0,10,0,0,22
00358_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_customnorm_base.ptx,11.57,8.5,sm_87,3,231,42,87,0,11,LOW,1.0,0.727,3.158,0.0,HPC_REDUCTION,70,32,129,8,3,4,4,0,0,0,0,3,0,0,11
00358_memory_coalesced_hybrid_matvec_base.ptx,17.82,8.5,sm_87,2,192,37,77,0,6,LOW,1.0,2.0,3.222,0.0,HPC_LINEAR_ALGEBRA,76,34,82,4,2,10,2,0,0,0,0,4,0,0,16
00358_strided_modular_mlp_base_base.ptx,12.18,8.5,sm_87,2,257,26,57,0,32,LOW,1.0,0.0,4.531,0.0,AI_TRAINING,165,46,46,30,2,0,0,0,0,0,0,24,0,0,18
00359_3_convtranspose3d_sum_layernorm_avgpool_gelu_unroll_edit_1.ptx,4.21,8.5,sm_87,2,43,18,15,0,6,LOW,,0.0,1.833,0.0,HPC_REDUCTION,14,12,17,4,2,0,0,0,0,0,0,0,0,0,3
00359_aligned_ldg_latency_hiding_edit_1.ptx,9.65,8.5,sm_87,2,180,26,45,0,24,LOW,1.0,0.0,3.042,0.0,AI_TRAINING,87,38,55,22,2,0,0,0,0,0,0,4,0,0,12
00360_dedicated_block_matvec_mul_base.ptx,16.69,8.5,sm_87,2,188,39,71,0,6,LOW,1.0,0.667,4.0,0.0,HPC_REDUCTION,56,24,108,4,2,2,2,0,0,0,0,4,0,0,20
00361_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_ldg_align_edit_2_edit_1.ptx,4.43,8.5,sm_87,2,43,20,11,0,6,LOW,1.0,0.0,2.0,0.0,UNKNOWN,15,12,16,4,2,0,0,0,0,0,0,1,0,0,3
00362_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_customnorm_edit_1.ptx,11.59,8.5,sm_87,3,231,42,87,0,11,LOW,1.0,0.727,3.158,0.0,HPC_REDUCTION,70,32,129,8,3,4,4,0,0,0,0,3,0,0,11
00362_stride_loop_matvec_base.ptx,20.31,8.5,sm_87,2,269,38,97,0,6,LOW,1.0,2.667,3.0,0.0,HPC_REDUCTION,90,39,140,4,2,14,2,0,0,0,0,4,0,0,24
00362_strided_modular_mlp_base_edit_1.ptx,12.2,8.5,sm_87,2,257,26,57,0,32,LOW,1.0,0.0,4.531,0.0,AI_TRAINING,165,46,46,30,2,0,0,0,0,0,0,24,0,0,18
00363_4_Conv2d_Mish_Mish.ptx,31.81,8.5,sm_87,2,760,62,376,0,32,LOW,1.0,0.0,10.875,0.0,HPC_LINEAR_ALGEBRA,400,58,302,30,2,0,0,0,0,0,0,12,0,0,36
00363_4_LeNet5.ptx,9.71,8.5,sm_87,4,207,31,57,0,24,LOW,1.0,0.0,3.292,0.0,HPC_STENCIL,110,44,53,20,4,0,0,0,0,0,0,9,0,0,17
00363_ldg_aligned_matvec_mul_base.ptx,19.98,8.5,sm_87,2,269,47,87,0,10,LOW,1.0,0.4,4.429,0.0,HPC_REDUCTION,76,24,169,8,2,2,2,0,0,0,4,4,0,0,16
00364_4_lenet5_aligned_memory_base.ptx,10.71,8.5,sm_87,3,223,33,119,0,22,LOW,1.0,0.0,5.545,0.0,AI_TRAINING,138,39,46,19,3,0,0,0,0,0,10,13,0,0,16
00364_conv2d_mish_streamed_base.ptx,32.52,8.5,sm_87,2,770,62,376,0,32,LOW,1.0,0.0,11.125,0.0,HPC_LINEAR_ALGEBRA,408,60,302,30,2,0,0,0,0,0,0,12,0,0,36
00364_unrolled_hybrid_matvec_base_base.ptx,27.35,8.5,sm_87,2,456,51,113,0,38,LOW,1.0,0.105,3.952,0.0,HPC_REDUCTION,192,58,206,36,2,2,2,0,0,0,0,12,0,0,28
00365_constant_memory_conv2d_mish_base.ptx,31.28,8.5,sm_87,2,758,64,376,0,16,LOW,1.0,0.0,10.875,0.0,HPC_LINEAR_ALGEBRA,400,54,304,14,2,0,0,0,0,0,0,10,0,0,36
00365_shared_mem_matvec_mul_base_base.ptx,15.68,8.5,sm_87,2,198,37,68,0,6,LOW,1.0,2.333,2.6,0.0,HPC_LINEAR_ALGEBRA,76,36,86,4,2,8,6,0,0,0,0,4,0,0,22
00365_strided_4_lenet5_base.ptx,15.11,8.5,sm_87,4,389,34,85,0,59,MEDIUM,1.0,0.0,3.068,0.0,AI_TRAINING,217,79,93,37,22,0,0,0,0,0,0,21,0,0,36
00366_fast_conv2d_mish_mish_base.ptx,34.94,8.5,sm_87,2,830,62,377,0,32,LOW,1.0,0.0,13.25,0.0,HPC_LINEAR_ALGEBRA,476,58,296,30,2,0,0,0,0,0,0,26,0,0,36
00366_optimized_reduction_matvec_base.ptx,18.36,8.5,sm_87,2,194,41,70,0,6,LOW,1.0,0.667,4.4,0.0,HPC_REDUCTION,62,26,106,4,2,2,2,0,0,0,0,4,0,0,22
00367_stream_overlap_base.ptx,31.82,8.5,sm_87,2,760,62,376,0,32,LOW,1.0,0.0,10.875,0.0,HPC_LINEAR_ALGEBRA,400,58,302,30,2,0,0,0,0,0,0,12,0,0,36
00367_stride_loop_matvec_base.ptx,20.57,8.5,sm_87,2,244,36,91,0,6,LOW,1.0,0.667,4.8,0.0,HPC_REDUCTION,60,26,158,4,2,2,2,0,0,0,0,4,0,0,14
00368_aligned_coalesced_matvec_base.ptx,24.6,8.5,sm_87,2,414,50,152,0,22,LOW,1.0,0.182,6.231,0.0,HPC_LINEAR_ALGEBRA,196,40,178,20,2,2,2,0,0,0,0,12,0,0,38
00368_avoid_warp_divergence_base.ptx,15.16,8.5,sm_87,4,389,34,85,0,59,MEDIUM,1.0,0.0,3.068,0.0,AI_TRAINING,217,79,93,37,22,0,0,0,0,0,0,21,0,0,36
00369_optimized_thread_block_mapping_base.ptx,32.3,8.5,sm_87,2,783,63,382,0,16,LOW,1.0,0.0,10.5,0.0,HPC_LINEAR_ALGEBRA,394,57,332,14,2,0,0,0,0,0,0,10,0,0,40
00370_block_size_optimized_base.ptx,112.28,8.5,sm_87,2,3220,67,984,0,252,HIGH,1.0,0.0,3.288,0.0,HPC_LINEAR_ALGEBRA,1933,530,757,250,2,0,0,0,0,0,0,202,0,0,278
00370_hybrid_ldg_tile_base.ptx,16.45,8.5,sm_87,2,248,47,81,0,16,LOW,1.0,0.5,5.667,8.06,HPC_REDUCTION,90,24,134,8,0,2,2,2,0,0,4,4,0,0,18
00371_hybrid_optimized_matvec_base.ptx,19.9,8.5,sm_87,2,265,49,84,0,8,LOW,1.0,0.5,4.583,0.0,HPC_REDUCTION,71,24,170,6,2,2,2,0,0,0,2,3,0,0,16
00371_optimized_sync_4_lenet5_base.ptx,13.86,8.5,sm_87,3,333,41,119,0,36,LOW,1.0,0.167,3.929,0.0,AI_TRAINING,192,59,82,24,12,5,1,0,0,0,5,15,0,0,27
00371_shared_mem_tiled_conv2d_mish_base_base.ptx,36.49,8.5,sm_87,2,906,66,404,0,32,LOW,1.0,0.875,6.0,0.0,HPC_LINEAR_ALGEBRA,434,86,386,30,2,14,14,0,0,0,0,12,0,0,50
00372_aligned_ldg_conv2d_mish_base.ptx,34.96,8.5,sm_87,2,830,62,377,0,32,LOW,1.0,0.0,13.25,0.0,HPC_LINEAR_ALGEBRA,476,58,296,30,2,0,0,0,0,0,0,26,0,0,36
00372_even_workload_distribution_base_base.ptx,13.22,8.5,sm_87,3,329,35,85,0,49,LOW,1.0,0.0,3.102,0.0,AI_TRAINING,183,66,80,32,17,0,0,0,0,0,0,17,0,0,31
00372_hybrid_adaptive_matvec_base.ptx,21.18,8.5,sm_87,2,297,51,82,0,10,LOW,1.0,1.6,2.885,0.0,HPC_REDUCTION,104,39,154,8,2,14,2,0,0,0,2,3,0,0,29
00373_stride_and_boundary_handling_base.ptx,14.21,8.5,sm_87,4,354,34,65,0,54,MEDIUM,1.0,0.0,3.037,0.0,AI_TRAINING,196,74,84,37,17,0,0,0,0,0,0,18,0,0,32
00373_thread_mapped_conv2d_mish_base_base.ptx,111.68,8.5,sm_87,2,3182,67,984,0,252,HIGH,1.0,0.0,3.171,0.0,HPC_LINEAR_ALGEBRA,1878,537,767,250,2,0,0,0,0,0,0,202,0,0,278
00374_unrolled_4_lenet5_base.ptx,15.1,8.5,sm_87,4,383,34,83,0,59,MEDIUM,1.0,0.0,2.966,0.0,AI_TRAINING,211,79,93,37,22,0,0,0,0,0,0,21,0,0,36
00374_unrolled_constant_memory_conv2d_mish_base_base.ptx,35.22,8.5,sm_87,2,852,62,422,0,56,MEDIUM,1.0,0.0,3.759,0.0,HPC_LINEAR_ALGEBRA,453,130,269,54,2,0,0,0,0,0,0,22,0,0,16
00375_strided_boundary_lenet5_base.ptx,15.95,8.5,sm_87,4,411,33,96,0,59,MEDIUM,1.0,0.0,3.186,0.0,AI_TRAINING,232,79,100,37,22,0,0,0,0,0,0,21,0,0,44
00375_warp_aligned_conv2d_mish_base_base.ptx,146.72,8.5,sm_87,2,4418,46,1015,0,252,HIGH,1.0,0.0,4.036,0.0,HPC_LINEAR_ALGEBRA,2706,528,1184,250,2,0,0,0,0,0,0,200,0,0,518
00376_modular_matvec_mul_base_base.ptx,23.34,8.5,sm_87,2,341,47,97,0,22,LOW,1.0,0.182,4.077,0.0,HPC_REDUCTION,128,38,175,20,2,2,2,0,0,0,16,4,0,0,24
00376_optimized_conv2d_mish_unrolled_base.ptx,35.1,8.5,sm_87,2,852,62,422,0,56,MEDIUM,1.0,0.0,3.759,0.0,HPC_LINEAR_ALGEBRA,453,130,269,54,2,0,0,0,0,0,0,22,0,0,16
00377_conv2d_mish_combined_base.ptx,63.52,8.5,sm_87,4,1518,64,376,0,48,LOW,1.0,0.0,10.875,0.0,HPC_LINEAR_ALGEBRA,800,112,606,44,4,0,0,0,0,0,0,22,0,0,72
00377_streamed_matvec_mul_base_base.ptx,21.68,8.5,sm_87,2,259,46,91,0,8,LOW,1.0,0.5,4.667,0.0,HPC_REDUCTION,70,28,161,6,2,2,2,0,0,0,2,3,0,0,14
00378_atomic_optimized_matvec_base.ptx,16.51,8.5,sm_87,2,118,30,43,0,12,LOW,1.0,1.0,3.25,16.95,HPC_LINEAR_ALGEBRA,36,28,54,4,0,2,2,2,0,0,0,2,0,0,12
00379_templated_unroll_mish_constant_mem_base.ptx,40.93,8.5,sm_87,2,1012,61,422,0,56,MEDIUM,1.0,0.0,4.402,0.0,HPC_LINEAR_ALGEBRA,535,130,347,54,2,0,0,0,0,0,0,22,0,0,22
00380_modularized_conv2d_mish_base.ptx,35.03,8.5,sm_87,2,852,62,422,0,56,MEDIUM,1.0,0.0,3.759,0.0,HPC_LINEAR_ALGEBRA,453,130,269,54,2,0,0,0,0,0,0,22,0,0,16
00380_uniform_warp_control_base_base.ptx,14.25,8.5,sm_87,4,354,35,65,0,54,MEDIUM,1.0,0.0,3.037,0.0,AI_TRAINING,196,74,84,37,17,0,0,0,0,0,0,18,0,0,32
00381_stride_optimized_4_lenet5_base.ptx,12.05,8.5,sm_87,3,294,34,65,0,44,LOW,1.0,0.0,3.068,0.0,AI_TRAINING,162,61,71,32,12,0,0,0,0,0,0,14,0,0,27
00382_stride_loop_conv2d_mish_base.ptx,32.49,8.5,sm_87,2,778,64,382,0,16,LOW,1.0,0.0,11.062,0.0,HPC_LINEAR_ALGEBRA,408,57,313,14,2,0,0,0,0,0,0,10,0,0,38
00383_aligned_workload_lenet5_base_base.ptx,15.43,8.5,sm_87,3,398,39,83,0,49,LOW,1.0,0.0,3.714,0.0,AI_TRAINING,215,66,117,32,17,0,0,0,0,0,0,18,0,0,33
00383_fully_unrolled_conv2d_mish_base_base.ptx,34.66,8.5,sm_87,2,856,62,422,0,56,MEDIUM,1.0,0.0,3.777,0.0,HPC_LINEAR_ALGEBRA,455,130,271,54,2,0,0,0,0,0,0,22,0,0,16
00383_matvec_ldg_aligned_base.ptx,20.6,8.5,sm_87,2,432,28,147,0,102,MEDIUM,,0.0,2.098,0.0,HPC_LINEAR_ALGEBRA,236,114,82,100,2,0,0,0,0,0,0,0,0,0,22
00384_advanced_unroll_conv2d_mish_base.ptx,35.07,8.5,sm_87,2,852,62,422,0,56,MEDIUM,1.0,0.0,3.759,0.0,HPC_LINEAR_ALGEBRA,453,130,269,54,2,0,0,0,0,0,0,22,0,0,16
00384_aligned_memory_access_base_base.ptx,11.07,8.5,sm_87,3,240,34,67,0,18,LOW,1.0,0.333,5.0,0.0,AI_TRAINING,140,41,59,15,3,5,1,0,0,0,0,15,0,0,20
00384_warp_coalesced_base.ptx,15.53,8.5,sm_87,2,171,32,61,0,6,LOW,1.0,0.0,7.333,0.0,HPC_REDUCTION,52,22,97,4,2,0,0,0,0,0,0,8,0,0,8
00385_modular_device_functions_base_base.ptx,13.41,8.5,sm_87,3,337,35,85,0,49,LOW,1.0,0.0,3.102,0.0,AI_TRAINING,183,66,88,32,17,0,0,0,0,0,0,14,0,0,31
00385_warp_opt_matvec_base.ptx,13.58,8.5,sm_87,2,129,34,50,0,6,LOW,1.0,0.0,5.667,0.0,HPC_REDUCTION,46,22,61,4,2,0,0,0,0,0,0,4,0,0,12
00386_constant_memory_optimization_base.ptx,14.05,8.5,sm_87,3,332,43,119,0,30,LOW,1.0,0.2,3.929,0.0,AI_TRAINING,192,57,83,18,12,5,1,0,0,0,0,12,0,0,27
00387_matvec_ldg_aligned_edit_1.ptx,25.88,8.5,sm_87,2,548,28,156,0,142,MEDIUM,,0.0,1.873,0.0,HPC_LINEAR_ALGEBRA,294,154,100,140,2,0,0,0,0,0,0,0,0,0,28
00387_modular_device_functions_base_base.ptx,13.17,8.5,sm_87,3,331,33,83,0,49,LOW,1.0,0.0,3.02,0.0,AI_TRAINING,179,66,86,32,17,0,0,0,0,0,0,16,0,0,31
00388_modularized_conv2d_mish_optimized_base.ptx,34.66,8.5,sm_87,2,852,62,422,0,56,MEDIUM,1.0,0.0,3.759,0.0,HPC_LINEAR_ALGEBRA,453,130,269,54,2,0,0,0,0,0,0,22,0,0,16
00388_optimized_thread_block_indexing_4_lenet5_base_base.ptx,15.36,8.5,sm_87,3,389,41,104,0,41,LOW,1.0,0.171,3.792,0.0,AI_TRAINING,219,65,105,28,13,2,5,0,0,0,0,20,0,0,37
00389_shared_mem_fc_4_lenet5_base.ptx,8.99,8.5,sm_87,2,209,34,61,0,30,LOW,1.0,0.167,2.371,0.0,AI_TRAINING,103,44,62,19,11,4,1,0,0,0,0,10,0,0,20
00389_strided_conv2d_mish_base_base.ptx,35.46,8.5,sm_87,2,871,62,422,0,56,MEDIUM,1.0,0.0,3.83,0.0,HPC_LINEAR_ALGEBRA,463,135,273,54,2,0,0,0,0,0,0,18,0,0,18
00389_warp_opt_matvec_edit_1.ptx,13.52,8.5,sm_87,2,127,35,51,0,6,LOW,1.0,0.0,5.667,0.0,HPC_REDUCTION,46,22,59,4,2,0,0,0,0,0,0,4,0,0,10
00390_pipelined_conv2d_mish_base_base.ptx,35.17,8.5,sm_87,2,856,62,422,0,56,MEDIUM,1.0,0.0,3.741,0.0,HPC_LINEAR_ALGEBRA,451,133,272,54,2,0,0,0,0,0,0,22,0,0,16
00390_stream_optimized_4_lenet5_base_base.ptx,13.93,8.5,sm_87,3,333,41,119,0,36,LOW,1.0,0.167,3.929,0.0,AI_TRAINING,192,59,82,24,12,5,1,0,0,0,5,15,0,0,27
00391_uniform_flow_lenet5_base_base.ptx,18.15,8.5,sm_87,3,462,45,221,0,47,LOW,1.0,0.468,2.957,0.0,AI_TRAINING,244,86,132,37,10,21,1,0,0,0,7,18,0,0,40
00392_const_dynamic_conv_mish_base.ptx,37.08,8.5,sm_87,2,904,69,411,0,46,LOW,1.0,0.0,6.484,0.0,HPC_LINEAR_ALGEBRA,468,90,346,44,2,0,0,0,0,0,0,18,0,0,52
00393_conv2d_mish_fused_base.ptx,63.26,8.5,sm_87,4,1518,64,376,0,48,LOW,1.0,0.0,10.875,0.0,HPC_LINEAR_ALGEBRA,800,112,606,44,4,0,0,0,0,0,0,22,0,0,72
00395_optimized_lenet_hybrid_base.ptx,14.41,8.5,sm_87,3,352,39,98,0,32,LOW,1.0,0.594,2.706,0.0,AI_TRAINING,174,70,108,23,9,11,8,0,0,0,0,12,0,0,36
00396_stride_loop_optimization_base.ptx,13.14,8.5,sm_87,3,329,35,85,0,49,LOW,1.0,0.0,3.102,0.0,AI_TRAINING,183,66,80,32,17,0,0,0,0,0,0,17,0,0,31
00397_nodivergent_conv2d_mish_base_base.ptx,34.61,8.5,sm_87,2,852,62,422,0,56,MEDIUM,1.0,0.0,3.759,0.0,HPC_LINEAR_ALGEBRA,453,130,269,54,2,0,0,0,0,0,0,22,0,0,16
00397_warp_uniform_optimized_base.ptx,11.84,8.5,sm_87,3,306,34,78,0,35,LOW,1.0,0.0,4.514,0.0,AI_TRAINING,182,47,77,22,13,0,0,0,0,0,0,12,0,0,24
00398_modular_fast_lenet5_base_base.ptx,13.58,8.5,sm_87,3,321,42,123,0,31,LOW,1.0,0.194,3.811,0.0,AI_TRAINING,182,54,85,19,12,5,1,0,0,0,5,13,0,0,27
00398_warp_reduce_conv2d_mish_base.ptx,30.73,8.5,sm_87,2,745,65,359,0,4,LOW,1.0,0.0,42.75,0.0,HPC_LINEAR_ALGEBRA,380,26,339,2,2,0,0,0,0,0,0,6,0,0,22
00399_sync_minimal_4_lenet5_base.ptx,13.71,8.5,sm_87,3,341,31,83,0,49,LOW,1.0,0.0,3.388,0.0,AI_TRAINING,197,67,77,32,17,0,0,0,0,0,0,24,0,0,31
00400_no_divergence_fast_base.ptx,12.24,8.5,sm_87,2,326,38,121,0,35,LOW,1.0,0.0,5.857,0.0,AI_TRAINING,219,43,64,22,13,0,0,0,0,0,0,10,0,0,14
00401_dynamic_workload_balanced_base_base.ptx,13.06,8.5,sm_87,3,325,38,88,0,38,LOW,1.0,0.0,3.474,0.0,AI_TRAINING,163,54,108,30,8,0,0,0,0,0,0,6,0,0,32
00402_balanced_workload_distribution_base.ptx,13.21,8.5,sm_87,3,329,35,85,0,49,LOW,1.0,0.0,3.102,0.0,AI_TRAINING,183,66,80,32,17,0,0,0,0,0,0,17,0,0,31
00402_block2d_conv2d_mish_base_base.ptx,35.18,8.5,sm_87,2,869,62,422,0,56,MEDIUM,1.0,0.0,3.688,0.0,HPC_LINEAR_ALGEBRA,449,133,287,54,2,0,0,0,0,0,0,22,0,0,16
00403_optimized_stride_boundary_base_base.ptx,13.54,8.5,sm_87,3,339,32,81,0,49,LOW,1.0,0.0,3.306,0.0,AI_TRAINING,192,66,81,32,17,0,0,0,0,0,0,20,0,0,30
00404_4_LeNet5_shared_memory_base.ptx,10.74,8.5,sm_87,4,230,38,66,0,24,LOW,1.0,0.208,2.828,0.0,HPC_STENCIL,117,49,64,20,4,3,2,0,0,0,0,9,0,0,21
00404_warp_coalesced_balanced_edit_1.ptx,20.65,8.5,sm_87,2,330,40,88,0,30,LOW,1.0,0.0,3.767,0.0,HPC_REDUCTION,131,47,152,28,2,0,0,0,0,0,0,4,0,0,18
00405_coalesced_4_conv2d_mish_mish_base.ptx,50.38,8.5,sm_87,2,1300,61,519,0,144,MEDIUM,1.0,0.0,4.139,0.0,HPC_LINEAR_ALGEBRA,708,176,416,142,2,0,0,0,0,0,0,44,0,0,98
00405_constant_mem_lenet5_base.ptx,9.66,8.5,sm_87,3,200,29,61,0,21,LOW,1.0,0.0,3.625,0.0,AI_TRAINING,106,41,53,18,3,0,0,0,0,0,0,8,0,0,19
00407_opt_ldg_4_conv2d_mish_mish_base.ptx,35.0,8.5,sm_87,2,830,62,377,0,32,LOW,1.0,0.0,13.25,0.0,HPC_LINEAR_ALGEBRA,476,58,296,30,2,0,0,0,0,0,0,26,0,0,36
00407_optimal_lenet5_base.ptx,9.83,8.5,sm_87,4,207,31,57,0,24,LOW,1.0,0.0,3.292,0.0,HPC_STENCIL,110,44,53,20,4,0,0,0,0,0,0,9,0,0,17
00408_4_LeNet5_shared_memory_edit_1.ptx,10.85,8.5,sm_87,4,233,38,66,0,24,LOW,1.0,0.208,2.793,0.0,HPC_STENCIL,116,49,68,20,4,3,2,0,0,0,0,7,0,0,21
00408_optimized_matvec_mul_base.ptx,20.62,8.5,sm_87,2,330,40,88,0,30,LOW,1.0,0.0,3.767,0.0,HPC_REDUCTION,131,47,152,28,2,0,0,0,0,0,0,4,0,0,18
